,DriversKilled,drivers,front,rear,kms,PetrolPrice,VanKilled,law,rand1,rand2,rand4,rand5,rand6
58,168,2080,1008,453,13946,0.811788933269884,11,0,4.05710541410372,837,43.6747087212172,3143.49364407416,2596.80164792749
59,152,2118,916,418,12701,0.828536069623417,10,0,9.72501461394131,157,51.9758178096135,1938.10059264802,2169.42889323854
60,136,2150,992,419,10431,0.941901186933595,13,0,7.33808722812682,261,39.368488399342,3078.67992904005,3562.95619027649
61,113,1608,731,262,11616,0.923998429510411,8,0,1.97991664055735,636,66.8920885066364,1157.33120896906,1168.36093230254
62,100,1503,665,299,10808,1.08161478199019,6,0,7.68907694844529,312,62.3262871122928,1493.5867362427,1417.90161987809
63,103,1548,724,303,12421,1.0721168869023,8,0,5.53795125102624,768,119.432812295102,1461.68253837505,1911.40329816712
64,103,1382,744,401,13605,1.14042966782082,14,0,8.30143788363785,222,85.067357862709,3702.65895752873,3790.75299816507
65,121,1731,910,413,14455,1.12454115810183,12,0,0.562056158669293,277,61.0922715867013,2380.29851396769,4672.0243025369
66,134,1798,883,426,15019,1.11316253290611,14,0,3.95519149722531,88,76.2057537601824,3813.02287104746,1493.21511007176
67,133,1779,900,516,15662,1.1030125221242,13,0,7.39118067082018,937,78.807566395629,1678.95874514209,2616.85840841891
68,129,1887,1057,600,16745,1.08197177376865,9,0,3.10664296615869,927,30.1317055445201,1698.47544795223,3197.3062969852
69,144,2004,1076,459,14717,1.07027443082328,4,0,5.94614637317136,690,101.360980114281,4579.00903866909,2322.90266088698
70,154,2077,919,443,13756,1.04946980916917,13,0,7.6478383783251,715,56.032224012655,2446.25500566764,2924.85333908089
71,156,2092,920,412,12531,1.19357749193208,6,0,2.26683542132378,721,84.3114552504362,2009.81578820814,4794.94621175843
72,163,2051,953,400,12568,1.17621904277373,15,0,2.9838343965821,440,81.5205629937288,4157.35730351154,1932.43257732371
73,122,1577,664,278,11249,1.33027420877451,12,0,2.51783342566341,28,77.5503524303291,1572.43526359117,5583.78276583304
74,92,1356,607,302,11096,1.30845243689729,16,0,1.3406070577912,748,104.919962282443,1538.31769517035,1721.59818500004
75,117,1652,777,381,12637,1.28318477474772,7,0,0.424142740666866,849,80.7836803823915,1752.62087239706,3830.95748376409
76,95,1382,633,279,13018,1.23547448292297,12,0,9.6470321691595,267,41.5430195362725,2003.73923004412,5761.73353201178
77,96,1519,791,442,15005,1.18586811514179,10,0,7.37974985036999,34,90.1568515495587,1590.45336921979,3282.45864879847
78,108,1421,790,409,15235,1.16337480161004,9,0,2.8257427085191,89,77.6799966216059,2024.3903901709,3078.2983534871
79,108,1442,803,416,15552,1.1516147558196,9,0,4.31404291419312,854,90.1361475860367,7414.20707715435,2052.82291325924
80,106,1543,884,511,16905,1.14501197216867,6,0,1.40831340104342,553,61.2397168278914,2609.07166062438,2139.01135966796
81,140,1656,769,393,14776,1.13522979499817,7,0,8.43012461904436,697,49.3474574954293,1344.81814536707,3679.35650561128
82,114,1561,732,345,14104,1.11930179432996,13,0,7.55365902325138,933,81.6728420620843,4647.35800021573,2366.92624154989
83,158,1905,859,391,12854,1.10610528503361,14,0,1.53764063259587,741,50.2607871273549,2070.81875496576,2460.02809483063
84,161,2199,994,470,12956,1.1527438914664,13,0,3.9178796345368,558,92.3062943857593,2447.77837993288,2313.45559492093
85,102,1473,704,266,12177,1.13793485966034,14,0,8.09653537813574,43,77.8947591914333,1524.90914022441,2296.20935294288
86,127,1655,684,312,11918,1.12349582098189,11,0,5.06069306051359,770,78.0080694632542,2833.03156656417,3064.27759443149
87,125,1407,671,300,13517,1.11753469387189,11,0,3.89763292390853,67,59.2501473890183,2060.07725171262,947.014520793833
88,101,1395,643,373,14417,1.09642522576533,10,0,3.95185891538858,860,86.3693146943704,1195.43546165239,2352.74400631441
89,97,1530,771,412,15911,1.0844089510559,4,0,7.70437563071027,974,95.8429213158313,2388.7615935055,4819.40931240149
90,112,1309,644,322,15589,1.07884938936114,8,0,4.40099901985377,132,71.8095643320085,1844.66439290102,1747.31823664331
91,112,1526,828,458,16543,1.09084769191454,9,0,7.3513983679004,209,41.6149902706069,3192.69155609239,2945.61169683474
92,113,1327,748,427,17925,1.07571450111271,10,0,9.81758879264817,22,91.9739039421632,1789.86516891179,2644.63030097358
93,108,1627,767,346,15406,1.06164022368002,10,0,8.44507413217798,331,48.192292559346,2394.18231203732,3062.10809746744
94,128,1748,825,421,14601,1.06299999323319,5,0,2.41706561064348,775,39.9829661520361,1795.93755477302,3082.00816361738
95,154,1958,810,344,13107,1.04825313000088,13,0,1.17068487452343,265,83.4921972827021,2911.52607291481,2359.58262857125
96,162,2274,986,370,12268,1.03451745711815,12,0,6.3986523472704,563,60.1589055842181,2099.72714669163,4719.73411143927
97,112,1648,714,291,11972,1.01449920129493,10,0,3.51246828911826,999,91.7918540959763,2230.58517764522,1811.33962961544
98,79,1401,567,224,12028,1.00402316427863,9,0,4.10461911698803,2,55.8880084438877,2607.42159619087,1340.87944840089
99,82,1411,616,266,14033,0.98862033680192,7,0,0.384502143133432,69,57.1327279378385,2664.3355381039,1450.32479149195
100,127,1403,678,338,14244,1.02496154313521,5,0,4.46731950854883,850,76.6225994838873,1615.20189598521,2466.24096047189
101,108,1394,742,298,15287,1.03027431599736,10,0,1.10349788097665,977,41.8109266742204,1672.65488578028,1621.60124313592
102,110,1520,840,386,16954,1.02178908220655,5,0,3.36576867615804,801,58.4811697274057,1804.02947227138,3171.1445552456
103,123,1528,888,479,17361,0.998366428726473,6,0,4.14967639138922,687,100.432002576329,1535.9484138395,2898.13286405646
104,103,1643,852,473,17694,0.926366895833353,8,0,6.55415791086853,178,72.5325581605298,1940.59098117321,3425.61495968362
105,97,1515,774,332,16222,0.918149629077569,6,0,2.67802256857976,546,42.5120312034386,2134.30052786175,1915.36664706783
106,140,1685,831,391,14969,0.90724303768407,12,0,3.99323433171958,648,58.2303262072879,1798.0725637315,2068.21924384143
107,165,2000,889,370,13624,0.900212072768793,15,0,0.875917372759432,938,71.6097786318158,2082.8772035256,2451.23077595044
108,183,2215,1046,431,13842,0.893307058230937,7,0,2.6824450539425,182,64.003751228266,2555.7927852002,1843.65184454868
109,148,1956,889,366,12387,0.884427348717763,14,0,9.55323055852205,341,90.7025719401152,3286.15085015634,2075.33559544682
110,111,1462,626,250,11608,0.883525692744791,4,0,8.27683856943622,828,114.040775255859,2741.18833448593,1512.66942590245
111,116,1563,808,355,15021,0.867573619308237,10,0,5.09879648452625,557,117.554687260956,2984.22097956713,2485.92611023374
112,115,1459,746,304,14834,0.849952420449752,8,0,0.170255140401423,500,59.0450987790593,4224.92765423672,1631.75468730847
113,100,1446,754,379,16565,0.845679437213488,7,0,3.21721117012203,726,74.0960159469794,2483.56696809954,1732.91923108525
114,106,1622,865,440,16882,0.844318988774436,11,0,3.46237280638888,751,107.680488211643,1493.65955317926,6171.09793555715
115,134,1657,980,500,18012,0.843508831482932,3,0,4.46376293431967,543,44.9244095738874,1959.99065209379,2278.02930709635
116,125,1638,959,511,18855,0.836009830491076,5,0,6.82538094231859,503,56.8804939486151,1430.47685722499,4052.09692760404
117,117,1643,856,384,17243,0.834172630524962,11,0,7.3700995487161,99,46.9653695151192,4273.17498510703,3299.87814112827
118,122,1683,798,366,16045,0.827451397987249,10,0,6.53434591367841,125,35.8579450360615,2692.2464641792,1922.30381704443
119,153,2050,942,432,14745,0.852352669035281,10,0,0.11220483109355,347,62.9794059462414,3165.80339020899,3104.20070783625
120,178,2262,1010,390,13726,0.847703028296526,7,0,3.32503270125017,963,97.4824955767575,2027.68358446179,3263.20597653992
121,114,1813,796,306,11196,0.844589214084587,10,0,9.7726929676719,604,59.4764635646704,3146.81333535866,1742.40499318432
122,94,1445,643,232,12105,0.85352119244763,11,0,9.89163999212906,433,75.4989288140542,1828.16767263831,1056.31702990748
123,128,1762,794,342,14723,0.875592125175749,9,0,0.168675209861249,309,81.1046820871282,3590.56659217593,3683.52922117106
124,119,1461,750,329,15582,0.903829170614837,7,0,1.53045697370544,411,39.6383627554625,2800.60556112937,2202.54442851978
125,111,1556,809,394,16863,0.907832937355188,8,0,9.10063170129433,681,56.1446097342878,2433.36271890305,3906.85488364484
126,110,1431,716,355,16758,1.08742780219868,13,0,0.45689097372815,932,69.1531003260861,2050.03944138477,4259.35524694719
127,114,1427,851,385,17434,1.14142227335262,8,0,9.9220089847222,818,69.2062106613839,2724.31452167464,3018.97414817652
128,118,1554,931,463,18359,1.12992933231466,5,0,4.55756100360304,597,50.1635579122285,4651.7793575485,2205.84636184281
129,115,1645,834,453,17189,1.11320706029796,8,0,0.484587140381336,298,93.1189927128123,1415.80937273959,2381.6730044113
130,132,1653,762,373,16909,1.09126229280665,7,0,2.80126897152513,909,132.656220965142,1779.03632713289,3538.79553446186
131,153,2016,880,401,15380,1.07698459343112,12,0,5.36344886990264,74,59.346584684775,2292.49995669097,1779.68148658899
132,171,2207,1077,466,15161,1.07601574334496,10,0,3.1658815103583,868,113.927671473493,4490.82356778761,3155.37751360997
133,115,1665,748,306,14027,1.03775019202843,7,0,3.73627227498218,624,60.0918586055244,1591.02430048832,1521.44109326575
134,95,1361,593,263,14478,1.07114170431059,4,0,7.59800008730963,215,52.6544093409015,2123.70528428315,1675.72220417077
135,92,1506,720,323,16155,1.07374774370757,10,0,3.83435883559287,713,36.7572051573782,2422.42988986523,1618.65578360521
136,100,1360,646,310,16585,1.11695372689559,4,0,7.07697943318635,152,34.1241680417008,2575.12143218417,1720.10908528976
137,95,1453,765,424,18117,1.10638184592354,8,0,3.54336227523163,445,69.0575552066284,1646.36808292217,7139.13679648534
138,114,1522,820,403,17552,1.11855211329895,8,0,5.96292090136558,831,71.4748908680893,2065.74258420909,2217.95156457173
139,102,1460,807,406,18299,1.09742342683337,7,0,0.1021623541601,373,130.06761577928,1271.87240699585,2815.74994516072
140,104,1552,885,466,19361,1.08193931510232,10,0,4.03566997498274,233,27.0107594603766,2991.85200302862,3129.39017991289
141,132,1548,803,381,17924,1.06255362697951,8,0,4.32520558359101,338,114.017201270262,3468.92606003247,5305.96096906288
142,136,1827,860,369,17872,1.04193034427699,14,0,5.41859163204208,158,64.7674482734291,4502.32052832322,3593.80951092297
143,117,1737,825,378,16058,1.01933972880902,8,0,4.69043195480481,386,85.3230481901711,2935.71234585687,3303.83574062831
144,137,1941,911,392,15746,1.02793824574291,9,0,9.04673121869564,840,79.8826485140622,3384.33988518549,1970.66824860733
145,111,1474,704,284,15226,1.0476034144929,8,0,3.17284404067323,420,74.2236114964759,1589.75243445611,1519.07989188884
146,106,1458,691,316,14932,1.04002535534347,6,0,0.278344249818474,671,97.3092196071724,1767.27793863472,1771.22683759769
147,98,1542,688,321,16846,1.16655515402424,7,0,6.65167191298679,591,61.9882823084832,3037.82864668336,2334.56025176494
148,84,1404,714,358,16854,1.1516147558196,6,0,1.32578949211165,315,76.3650291280662,1158.98019590893,3578.30678102675
149,94,1522,814,378,18146,1.12989543494316,5,0,3.00939101027325,845,118.006746718955,2991.60419258876,2211.54264435731
150,105,1385,736,382,17559,1.13860643932406,4,0,4.31933962041512,475,98.806247953558,1248.16291967132,2771.58032705722
151,123,1641,876,433,18655,1.19118081064489,5,0,7.54899776773527,472,84.5679229686322,1664.90010140936,2626.04564212073
152,109,1510,829,506,19453,1.24489986005886,10,0,5.17180037684739,459,56.3140328723313,1632.38959711164,2106.853882917
153,130,1681,818,428,17923,1.23222945411622,7,0,9.6943805529736,672,76.1004363044046,4372.86528142729,3014.7138581708
154,153,1938,942,479,17915,1.2067793212866,10,0,0.834216517396271,512,71.7077941510178,2248.29247746855,4188.53568136967
155,134,1868,782,370,16496,1.21048982651421,12,0,0.714848826173693,52,64.4204135672841,2422.77740652834,3662.9867972429
156,99,1726,823,349,13544,1.16968571491487,7,0,7.97603295184672,448,92.9421791797887,2081.86255422078,3184.21975148904
157,115,1456,595,238,13601,1.12750259392875,4,0,2.96242469456047,581,82.2672708482723,2265.14915112549,2338.9476275943
158,104,1445,673,285,15667,1.08079306704711,5,0,4.71237601945177,570,131.115314631316,2331.12156628424,2660.3790123642
159,131,1456,660,324,17358,1.08838515984019,6,0,5.40974673582241,511,73.3268579377883,1548.38470194125,2843.94816935937
160,108,1365,676,346,18112,1.11291766408542,4,0,1.93058038596064,752,46.0541386420615,2635.47535635596,2707.57327747595
161,103,1487,755,410,18581,1.11304009176187,4,0,6.72228786163032,456,67.1146834291726,2410.23247268477,3560.1862333702
162,115,1558,815,411,18759,1.15454357532553,8,0,6.88841817434877,126,60.5676239582801,1970.15764802454,2042.80834757461
163,122,1488,867,496,20668,1.14768296055692,8,0,2.27629408240318,122,35.5430805497267,2576.86120935744,4102.29802579452
164,122,1684,933,534,21040,1.17207430931122,3,0,9.50246694730595,532,146.630635850531,2000.70379207975,2197.0128710983
165,125,1594,798,396,18993,1.19076397031248,7,0,6.45932849263772,659,78.6621368683546,2448.33013854539,2218.33633438843
166,137,1850,950,470,18668,1.17965862171995,12,0,7.39826204255223,616,102.102756966891,2679.73980000152,3037.9158605462
167,138,1998,825,385,16768,1.17449127100423,2,0,8.41367442393675,653,26.2731414910312,2841.1312594124,2252.02011155114
168,152,2079,911,411,16551,1.16988457838933,7,0,3.23725883150473,540,98.58226881508,2285.75780038146,2151.27679903217
169,120,1494,619,281,16231,1.1261053571781,8,0,3.5164560074918,468,106.24055480279,2075.74975034225,1786.90290047683
170,95,1057,426,300,15511,1.13657015681422,3,1,2.75796822970733,246,83.4809618973805,1163.42897279171,2341.73743957338
171,100,1218,475,318,18308,1.13144445252379,2,1,2.83429888542742,398,62.8301509046435,1099.85417460303,2099.62478316849
172,89,1168,556,391,17793,1.18495534815352,6,1,6.77778454730287,820,92.3025827573502,1314.09850406054,2825.64204124206
173,82,1236,559,398,19205,1.17969401200945,3,1,2.58780463133007,829,28.4752406890862,1440.31140207631,1692.72240080296
174,89,1076,483,337,19162,1.176866141183,7,1,2.02165285823867,40,63.5043411625229,1233.73367785702,1702.48793811105
175,60,1174,587,477,20997,1.20059238961094,6,1,3.63705590832978,750,52.5959584616914,1597.29830796858,5291.40793400533
176,84,1139,615,422,20705,1.19437745680998,8,1,5.34728648839518,842,82.8271433535924,1611.36946983103,2165.7828268645
177,113,1427,618,495,18759,1.18881271786551,8,1,4.35308872722089,538,78.1226437000561,2227.22310324369,2498.48613881885
178,126,1487,662,471,19240,1.18462360710195,4,1,1.60142921144143,777,88.9641639132648,2303.69799708211,3307.13816379168
179,122,1483,519,368,17504,1.18016598400236,3,1,6.75958460662514,910,112.560452953777,1824.76869991224,3762.2589173563
180,118,1513,585,345,16591,1.17706622543368,5,1,0.323239490389824,368,60.1297728695886,4974.20439895733,2573.90638870208
181,92,1357,483,296,16224,1.17776089941536,5,1,7.28829156141728,177,21.2546697399848,3747.9723802724,2201.48258633891
182,86,1165,434,319,16670,1.14796991716514,3,1,6.35625017108396,221,56.5755004526984,1543.20637973856,1829.98606163949
183,81,1282,513,349,18539,1.1573525277085,4,1,1.26510326517746,848,34.8486634803799,1116.51494792613,1798.54108736629
184,84,1110,548,375,19759,1.15356263024722,3,1,0.849039077293128,717,46.1284918651038,1185.80467572432,2673.85400519261
185,87,1297,586,441,19584,1.14815360704668,6,1,5.67717263940722,322,48.4559303943783,1147.09318172018,3377.33391977346
186,90,1185,522,465,19976,1.14777477886645,6,1,0.959796458482742,925,60.5092585684509,1139.15596268717,2359.46191630459
187,79,1222,601,472,21486,1.14935980147534,7,1,4.13730868604034,634,92.881613670778,3304.22968999703,4156.54063695076
188,96,1284,644,521,21626,1.14796991716514,5,1,8.55739473830909,423,112.283855964249,2433.19485851985,2358.6909444071
189,122,1444,643,429,20195,1.14093156728444,7,1,2.02727286145091,773,97.8041734425026,1849.01850221498,1774.15370598766
190,120,1575,641,408,19928,1.16465521799171,7,1,2.3617077502422,964,69.7252931064731,1862.03219894799,1907.71654579844
191,137,1737,711,490,18564,1.16026113132354,4,1,0.172407629434019,168,89.1072177950577,1562.38150751607,2680.71303201369
192,154,1763,721,491,18149,1.16066729379379,7,1,3.3382927859202,226,59.1251440922975,1862.00151074027,3836.68109768722
